TYPEID,TIME,ACTIVITYID
26023,4500,1
26023,1575,3
26023,1575,4
26023,3600,5
26023,23400,8
26025,1500,1
26025,525,3
26025,525,4
26025,1200,5
26025,7200,8
26027,4500,1
26027,1575,3
26027,1575,4
26027,3600,5
26027,23400,8
26029,4500,1
26029,1575,3
26029,1575,4
26029,3600,5
26029,23400,8
26031,4500,1
26031,1575,3
26031,1575,4
26031,3600,5
26031,23400,8
26039,4500,1
26039,1575,3
26039,1575,4
26039,3600,5
26039,23400,8
26041,4500,1
26041,1575,3
26041,1575,4
26041,3600,5
26041,23400,8
26043,4500,1
26043,1575,3
26043,1575,4
26043,3600,5
26043,23400,8
26047,4500,1
26047,1575,3
26047,1575,4
26047,3600,5
26047,23400,8
26049,4500,1
26049,1575,3
26049,1575,4
26049,3600,5
26049,23400,8
26057,4500,1
26057,1575,3
26057,1575,4
26057,3600,5
26057,23400,8
26059,4500,1
26059,1575,3
26059,1575,4
26059,3600,5
26059,23400,8
26061,4500,1
26061,1575,3
26061,1575,4
26061,3600,5
26061,23400,8
26063,4500,1
26063,1575,3
26063,1575,4
26063,3600,5
26063,23400,8
26065,900,1
26065,315,3
26065,315,4
26065,720,5
26065,900,8
26067,4500,1
26067,1575,3
26067,1575,4
26067,3600,5
26067,23400,8
26069,4500,1
26069,1575,3
26069,1575,4
26069,3600,5
26069,23400,8
26071,4500,1
26071,1575,3
26071,1575,4
26071,3600,5
26071,23400,8
26073,4500,1
26073,1575,3
26073,1575,4
26073,3600,5
26073,23400,8
26077,4500,1
26077,1575,3
26077,1575,4
26077,3600,5
26077,23400,8
26079,4500,1
26079,1575,3
26079,1575,4
26079,3600,5
26079,23400,8
26081,4500,1
26081,1575,3
26081,1575,4
26081,3600,5
26081,23400,8
26083,4500,1
26083,1575,3
26083,1575,4
26083,3600,5
26083,23400,8
26085,4500,1
26085,1575,3
26085,1575,4
26085,3600,5
26085,23400,8
26087,4500,1
26087,1575,3
26087,1575,4
26087,3600,5
26087,23400,8
26089,4500,1
26089,1575,3
26089,1575,4
26089,3600,5
26089,23400,8
26091,4500,1
26091,1575,3
26091,1575,4
26091,3600,5
26091,23400,8
26097,4500,1
26097,1575,3
26097,1575,4
26097,3600,5
26097,23400,8
26101,4500,1
26101,1575,3
26101,1575,4
26101,3600,5
26101,23400,8
26103,4500,1
26103,1575,3
26103,1575,4
26103,3600,5
26103,23400,8
26105,4500,1
26105,1575,3
26105,1575,4
26105,3600,5
26105,23400,8
26107,4500,1
26107,1575,3
26107,1575,4
26107,3600,5
26107,23400,8
26109,4500,1
26109,1575,3
26109,1575,4
26109,3600,5
26109,23400,8
26111,4500,1
26111,1575,3
26111,1575,4
26111,3600,5
26111,23400,8
26113,4500,1
26113,1575,3
26113,1575,4
26113,3600,5
26113,23400,8
26174,2700,1
26174,945,3
26174,945,4
26174,2160,5
26287,45000,1
26287,15750,3
26287,15750,4
26287,36000,5
26289,45000,1
26289,15750,3
26289,15750,4
26289,36000,5
26291,45000,1
26291,15750,3
26291,15750,4
26291,36000,5
26293,45000,1
26293,15750,3
26293,15750,4
26293,36000,5
26295,45000,1
26295,15750,3
26295,15750,4
26295,36000,5
26297,45000,1
26297,15750,3
26297,15750,4
26297,36000,5
26299,45000,1
26299,15750,3
26299,15750,4
26299,36000,5
26301,45000,1
26301,15750,3
26301,15750,4
26301,36000,5
26303,45000,1
26303,15750,3
26303,15750,4
26303,36000,5
26305,45000,1
26305,15750,3
26305,15750,4
26305,36000,5
26307,45000,1
26307,15750,3
26307,15750,4
26307,36000,5
26309,45000,1
26309,15750,3
26309,15750,4
26309,36000,5
26311,45000,1
26311,15750,3
26311,15750,4
26311,36000,5
26313,45000,1
26313,15750,3
26313,15750,4
26313,36000,5
26315,2340,1
26315,819,3
26315,819,4
26315,1872,5
26319,45000,1
26319,15750,3
26319,15750,4
26319,36000,5
26321,45000,1
26321,15750,3
26321,15750,4
26321,36000,5
26323,45000,1
26323,15750,3
26323,15750,4
26323,36000,5
26325,45000,1
26325,15750,3
26325,15750,4
26325,36000,5
26327,45000,1
26327,15750,3
26327,15750,4
26327,36000,5
26329,45000,1
26329,15750,3
26329,15750,4
26329,36000,5
26331,45000,1
26331,15750,3
26331,15750,4
26331,36000,5
26333,45000,1
26333,15750,3
26333,15750,4
26333,36000,5
26335,45000,1
26335,15750,3
26335,15750,4
26335,36000,5
26337,45000,1
26337,15750,3
26337,15750,4
26337,36000,5
26339,45000,1
26339,15750,3
26339,15750,4
26339,36000,5
26341,45000,1
26341,15750,3
26341,15750,4
26341,36000,5
26343,45000,1
26343,15750,3
26343,15750,4
26343,36000,5
26345,45000,1
26345,15750,3
26345,15750,4
26345,36000,5
26347,45000,1
26347,15750,3
26347,15750,4
26347,36000,5
26349,45000,1
26349,15750,3
26349,15750,4
26349,36000,5
26351,45000,1
26351,15750,3
26351,15750,4
26351,36000,5
26353,45000,1
26353,15750,3
26353,15750,4
26353,36000,5
26355,45000,1
26355,15750,3
26355,15750,4
26355,36000,5
26357,45000,1
26357,15750,3
26357,15750,4
26357,36000,5
26359,45000,1
26359,15750,3
26359,15750,4
26359,36000,5
26361,45000,1
26361,15750,3
26361,15750,4
26361,36000,5
26363,45000,1
26363,15750,3
26363,15750,4
26363,36000,5
26365,45000,1
26365,15750,3
26365,15750,4
26365,36000,5
26367,45000,1
26367,15750,3
26367,15750,4
26367,36000,5
26369,45000,1
26369,15750,3
26369,15750,4
26369,36000,5
26371,45000,1
26371,15750,3
26371,15750,4
26371,36000,5
26373,45000,1
26373,15750,3
26373,15750,4
26373,36000,5
26375,45000,1
26375,15750,3
26375,15750,4
26375,36000,5
26377,45000,1
26377,15750,3
26377,15750,4
26377,36000,5
26379,45000,1
26379,15750,3
26379,15750,4
26379,36000,5
26381,45000,1
26381,15750,3
26381,15750,4
26381,36000,5
26383,45000,1
26383,15750,3
26383,15750,4
26383,36000,5
26385,45000,1
26385,15750,3
26385,15750,4
26385,36000,5
26387,45000,1
26387,15750,3
26387,15750,4
26387,36000,5
26389,45000,1
26389,15750,3
26389,15750,4
26389,36000,5
26391,45000,1
26391,15750,3
26391,15750,4
26391,36000,5
26393,45000,1
26393,15750,3
26393,15750,4
26393,36000,5
26395,45000,1
26395,15750,3
26395,15750,4
26395,36000,5
26397,45000,1
26397,15750,3
26397,15750,4
26397,36000,5
26399,45000,1
26399,15750,3
26399,15750,4
26399,36000,5
26401,45000,1
26401,15750,3
26401,15750,4
26401,36000,5
26403,45000,1
26403,15750,3
26403,15750,4
26403,36000,5
26405,45000,1
26405,15750,3
26405,15750,4
26405,36000,5
26407,45000,1
26407,15750,3
26407,15750,4
26407,36000,5
26409,15000,1
26409,5250,3
26409,5250,4
26409,12000,5
26411,15000,1
26411,5250,3
26411,5250,4
26411,12000,5
26413,45000,1
26413,15750,3
26413,15750,4
26413,36000,5
26415,45000,1
26415,15750,3
26415,15750,4
26415,36000,5
26417,45000,1
26417,15750,3
26417,15750,4
26417,36000,5
26419,45000,1
26419,15750,3
26419,15750,4
26419,36000,5
26421,45000,1
26421,15750,3
26421,15750,4
26421,36000,5
26423,15000,1
26423,5250,3
26423,5250,4
26423,12000,5
26425,45000,1
26425,15750,3
26425,15750,4
26425,36000,5
26427,15000,1
26427,5250,3
26427,5250,4
26427,12000,5
26429,45000,1
26429,15750,3
26429,15750,4
26429,36000,5
26431,45000,1
26431,15750,3
26431,15750,4
26431,36000,5
26433,45000,1
26433,15750,3
26433,15750,4
26433,36000,5
26435,45000,1
26435,15750,3
26435,15750,4
26435,36000,5
26437,45000,1
26437,15750,3
26437,15750,4
26437,36000,5
26439,45000,1
26439,15750,3
26439,15750,4
26439,36000,5
26441,45000,1
26441,15750,3
26441,15750,4
26441,36000,5
26443,45000,1
26443,15750,3
26443,15750,4
26443,36000,5
26445,45000,1
26445,15750,3
26445,15750,4
26445,36000,5
26447,45000,1
26447,15750,3
26447,15750,4
26447,36000,5
26449,45000,1
26449,15750,3
26449,15750,4
26449,36000,5
26451,45000,1
26451,15750,3
26451,15750,4
26451,36000,5
26453,45000,1
26453,15750,3
26453,15750,4
26453,36000,5
26598,72000,1
26598,3150,3
26598,3150,4
26598,57600,5
26600,72000,1
26600,3150,3
26600,3150,4
26600,57600,5
26602,72000,1
26602,3150,3
26602,3150,4
26602,57600,5
26604,72000,1
26604,3150,3
26604,3150,4
26604,57600,5
26607,300,1
26607,105,3
26607,105,4
26607,240,5
26759,1800,1
26759,630,3
26759,630,4
26759,1440,5
26759,30900,8
26760,600,1
26760,210,3
26760,210,4
26760,480,5
26760,45600,8
26761,600,1
26761,210,3
26761,210,4
26761,480,5
26761,45600,8
26762,600,1
26762,210,3
26762,210,4
26762,480,5
26762,45600,8
26843,18000,1
26843,6300,3
26843,6300,4
26843,14400,5
26850,300,1
26850,105,3
26850,105,4
26850,240,5
26870,1800,1
26870,630,3
26870,630,4
26870,1440,5
26889,45000,1
26889,15750,3
26889,15750,4
26889,36000,5
26891,30000,1
26891,10500,3
26891,10500,4
26891,24000,5
26893,15000,1
26893,5250,3
26893,5250,4
26893,12000,5
26915,7020,1
26915,2457,3
26915,2457,4
26915,5616,5
26916,4680,1
26916,1638,3
26916,1638,4
26916,3744,5
26917,2340,1
26917,819,3
26917,819,4
26917,1872,5
26926,1500,1
26926,525,3
26926,525,4
26926,1200,5
26928,1500,1
26928,525,3
26928,525,4
26928,1200,5
26930,1500,1
26930,525,3
26930,525,4
26930,1200,5
26930,7200,8
26932,15000,1
26932,5250,3
26932,5250,4
26932,12000,5
26961,1500,1
26961,525,3
26961,525,4
26961,1200,5
26963,1500,1
26963,525,3
26963,525,4
26963,1200,5
26965,1500,1
26965,525,3
26965,525,4
26965,1200,5
26967,1500,1
26967,525,3
26967,525,4
26967,1200,5
26984,300,1
26984,105,3
26984,105,4
26984,240,5
27015,300,1
27015,105,3
27015,105,4
27015,240,5
27020,300,1
27020,105,3
27020,105,4
27020,240,5
27022,600,1
27022,105,3
27022,105,4
27022,480,5
27022,0,8
27024,600,1
27024,1050,3
27024,1050,4
27024,480,5
27027,72000,1
27027,105,3
27027,105,4
27027,57600,5
27039,120,1
27039,105,3
27039,105,4
27039,96,5
27065,6000,1
27065,2100,3
27065,2100,4
27065,4800,5
27065,30900,8
27067,60000,1
27067,21000,3
27067,21000,4
27067,48000,5
27069,1500,1
27069,525,3
27069,525,4
27069,1200,5
27069,7200,8
27300,300,1
27300,105,3
27300,105,4
27300,240,5
27302,300,1
27302,105,3
27302,105,4
27302,240,5
27304,300,1
27304,105,3
27304,105,4
27304,240,5
27306,300,1
27306,105,3
27306,105,4
27306,240,5
27309,1500,1
27309,525,3
27309,525,4
27309,1200,5
27657,21000,3
27657,21000,4
27657,48000,5
27659,42000,3
27659,42000,4
27659,96000,5
27661,63000,3
27661,63000,4
27661,144000,5
27663,21000,3
27663,21000,4
27663,48000,5
27665,63000,3
27665,63000,4
27665,144000,5
27667,42000,3
27667,42000,4
27667,96000,5
27677,90000,1
27677,31500,3
27677,31500,4
27677,72000,5
27679,54000,1
27679,18900,3
27679,18900,4
27679,43200,5
27680,60000,1
27680,21000,3
27680,21000,4
27680,48000,5
27681,30000,1
27681,10500,3
27681,10500,4
27681,24000,5
27682,90000,1
27682,31500,3
27682,31500,4
27682,72000,5
27684,60000,1
27684,21000,3
27684,21000,4
27684,48000,5
27685,30000,1
27685,10500,3
27685,10500,4
27685,24000,5
27688,90000,1
27688,31500,3
27688,31500,4
27688,72000,5
27689,60000,1
27689,21000,3
27689,21000,4
27689,48000,5
27690,30000,1
27690,10500,3
27690,10500,4
27690,24000,5
27694,60000,1
27694,21000,3
27694,21000,4
27694,48000,5
27695,90000,1
27695,31500,3
27695,31500,4
27695,72000,5
27696,30000,1
27696,10500,3
27696,10500,4
27696,24000,5
27697,30000,1
27697,10500,3
27697,10500,4
27697,24000,5
27698,60000,1
27698,21000,3
27698,21000,4
27698,48000,5
27699,90000,1
27699,31500,3
27699,31500,4
27699,72000,5
27703,30000,1
27703,10500,3
27703,10500,4
27703,24000,5
27704,60000,1
27704,21000,3
27704,21000,4
27704,48000,5
27705,90000,1
27705,31500,3
27705,31500,4
27705,72000,5
27706,90000,1
27706,31500,3
27706,31500,4
27706,72000,5
27707,60000,1
27707,21000,3
27707,21000,4
27707,48000,5
27708,30000,1
27708,10500,3
27708,10500,4
27708,24000,5
27712,60000,1
27712,21000,3
27712,21000,4
27712,48000,5
27713,90000,1
27713,31500,3
27713,31500,4
27713,72000,5
27714,30000,1
27714,10500,3
27714,10500,4
27714,24000,5
27781,90000,1
27781,31500,3
27781,31500,4
27781,72000,5
27783,60000,1
27783,21000,3
27783,21000,4
27783,48000,5
27785,30000,1
27785,10500,3
27785,10500,4
27785,24000,5
27787,90000,1
27787,31500,3
27787,31500,4
27787,72000,5
27789,60000,1
27789,21000,3
27789,21000,4
27789,48000,5
27791,30000,1
27791,10500,3
27791,10500,4
27791,24000,5
27807,12000,1
27807,4200,3
27807,4200,4
27807,9600,5
27808,12000,1
27808,4200,3
27808,4200,4
27808,9600,5
27809,9000,1
27809,3150,3
27809,3150,4
27809,7200,5
27810,9000,1
27810,3150,3
27810,3150,4
27810,7200,5
27811,6000,1
27811,2100,3
27811,2100,4
27811,4800,5
27812,6000,1
27812,2100,3
27812,2100,4
27812,4800,5
27813,6000,1
27813,2100,3
27813,2100,4
27813,4800,5
27814,6000,1
27814,2100,3
27814,2100,4
27814,4800,5
27815,9000,1
27815,3150,3
27815,3150,4
27815,7200,5
27816,9000,1
27816,3150,3
27816,3150,4
27816,7200,5
27817,12000,1
27817,4200,3
27817,4200,4
27817,9600,5
27818,12000,1
27818,4200,3
27818,4200,4
27818,9600,5
27819,12000,1
27819,4200,3
27819,4200,4
27819,9600,5
27820,12000,1
27820,4200,3
27820,4200,4
27820,9600,5
27821,9000,1
27821,3150,3
27821,3150,4
27821,7200,5
27822,9000,1
27822,3150,3
27822,3150,4
27822,7200,5
27823,6000,1
27823,2100,3
27823,2100,4
27823,4800,5
27824,6000,1
27824,2100,3
27824,2100,4
27824,4800,5
27825,12000,1
27825,4200,3
27825,4200,4
27825,9600,5
27826,12000,1
27826,4200,3
27826,4200,4
27826,9600,5
27827,9000,1
27827,3150,3
27827,3150,4
27827,7200,5
27828,9000,1
27828,3150,3
27828,3150,4
27828,7200,5
27829,6000,1
27829,2100,3
27829,2100,4
27829,4800,5
27830,6000,1
27830,2100,3
27830,2100,4
27830,4800,5
27831,12000,1
27831,4200,3
27831,4200,4
27831,9600,5
27832,12000,1
27832,4200,3
27832,4200,4
27832,9600,5
27833,9000,1
27833,3150,3
27833,3150,4
27833,7200,5
27834,6000,1
27834,2100,3
27834,2100,4
27834,4800,5
27835,9000,1
27835,3150,3
27835,3150,4
27835,7200,5
27836,6000,1
27836,2100,3
27836,2100,4
27836,4800,5
27837,6000,1
27837,2100,3
27837,2100,4
27837,4800,5
27838,9000,1
27838,3150,3
27838,3150,4
27838,7200,5
27839,12000,1
27839,4200,3
27839,4200,4
27839,9600,5
27840,12000,1
27840,4200,3
27840,4200,4
27840,9600,5
27841,9000,1
27841,3150,3
27841,3150,4
27841,7200,5
27842,6000,1
27842,2100,3
27842,2100,4
27842,4800,5
27843,12000,1
27843,4200,3
27843,4200,4
27843,9600,5
27844,9000,1
27844,3150,3
27844,3150,4
27844,7200,5
27845,6000,1
27845,2100,3
27845,2100,4
27845,4800,5
27846,6000,1
27846,2100,3
27846,2100,4
27846,4800,5
27847,9000,1
27847,3150,3
27847,3150,4
27847,7200,5
27848,12000,1
27848,4200,3
27848,4200,4
27848,9600,5
27849,12000,1
27849,4200,3
27849,4200,4
27849,9600,5
27850,12000,1
27850,4200,3
27850,4200,4
27850,9600,5
27851,9000,1
27851,3150,3
27851,3150,4
27851,7200,5
27852,9000,1
27852,3150,3
27852,3150,4
27852,7200,5
27853,6000,1
27853,2100,3
27853,2100,4
27853,4800,5
27854,6000,1
27854,2100,3
27854,2100,4
27854,4800,5
27859,12000,1
27859,4200,3
27859,4200,4
27859,9600,5
27860,12000,1
27860,4200,3
27860,4200,4
27860,9600,5
27861,12000,1
27861,4200,3
27861,4200,4
27861,9600,5
27862,12000,1
27862,4200,3
27862,4200,4
27862,9600,5
27863,12000,1
27863,4200,3
27863,4200,4
27863,9600,5
27864,12000,1
27864,4200,3
27864,4200,4
27864,9600,5
27865,12000,1
27865,4200,3
27865,4200,4
27865,9600,5
27866,12000,1
27866,4200,3
27866,4200,4
27866,9600,5
27867,12000,1
27867,4200,3
27867,4200,4
27867,9600,5
27868,12000,1
27868,4200,3
27868,4200,4
27868,9600,5
27869,12000,1
27869,4200,3
27869,4200,4
27869,9600,5
27870,12000,1
27870,4200,3
27870,4200,4
27870,9600,5
27871,12000,1
27871,4200,3
27871,4200,4
27871,9600,5
27872,12000,1
27872,4200,3
27872,4200,4
27872,9600,5
27873,12000,1
27873,4200,3
27873,4200,4
27873,9600,5
27874,12000,1
27874,4200,3
27874,4200,4
27874,9600,5
27875,12000,1
27875,4200,3
27875,4200,4
27875,9600,5
27876,12000,1
27876,4200,3
27876,4200,4
27876,9600,5
27877,12000,1
27877,4200,3
27877,4200,4
27877,9600,5
27878,12000,1
27878,4200,3
27878,4200,4
27878,9600,5
27905,2700,1
27905,945,3
27905,945,4
27905,2160,5
27905,51000,8
27913,600,1
27913,210,3
27913,210,4
27913,480,5
27915,3600,1
27915,1260,3
27915,1260,4
27915,2880,5
27915,29400,8
27917,600,1
27917,210,3
27917,210,4
27917,480,5
27919,600,1
27919,210,3
27919,210,4
27919,480,5
27921,600,1
27921,210,3
27921,210,4
27921,480,5
27923,600,1
27923,210,3
27923,210,4
27923,480,5
27925,600,1
27925,210,3
27925,210,4
27925,480,5
27931,1800,1
27931,630,3
27931,630,4
27931,1440,5
27931,30900,8
27933,900,1
27933,315,3
27933,315,4
27933,720,5
27933,13800,8
27935,36000,1
27935,12600,3
27935,12600,4
27935,28800,5
27938,21000,3
27938,21000,4
27938,48000,5
27940,21000,3
27940,21000,4
27940,48000,5
27942,21000,3
27942,21000,4
27942,48000,5
27944,12000,1
27944,4200,3
27944,4200,4
27944,9600,5
27945,12000,1
27945,4200,3
27945,4200,4
27945,9600,5
27946,12000,1
27946,4200,3
27946,4200,4
27946,9600,5
27947,12000,1
27947,4200,3
27947,4200,4
27947,9600,5
27948,12000,1
27948,4200,3
27948,4200,4
27948,9600,5
27949,12000,1
27949,4200,3
27949,4200,4
27949,9600,5
27952,54000,1
27952,18900,3
27952,18900,4
27952,43200,5
27952,1021800,8
27958,42000,3
27958,42000,4
27958,96000,5
27960,63000,3
27960,63000,4
27960,144000,5
27962,21000,3
27962,21000,4
27962,48000,5
27964,42000,3
27964,42000,4
27964,96000,5
27966,63000,3
27966,63000,4
27966,144000,5
27968,42000,3
27968,42000,4
27968,96000,5
27970,63000,3
27970,63000,4
27970,144000,5
27972,42000,3
27972,42000,4
27972,96000,5
27974,63000,3
27974,63000,4
27974,144000,5
27976,42000,3
27976,42000,4
27976,96000,5
27978,63000,3
27978,63000,4
27978,144000,5
27980,42000,3
27980,42000,4
27980,96000,5
27982,63000,3
27982,63000,4
27982,144000,5
27984,21000,3
27984,21000,4
27984,48000,5
27986,21000,3
27986,21000,4
27986,48000,5
27988,21000,3
27988,21000,4
27988,48000,5
27990,42000,3
27990,42000,4
27990,96000,5
27992,63000,3
27992,63000,4
27992,144000,5
27994,21000,3
27994,21000,4
27994,48000,5
27996,42000,3
27996,42000,4
27996,96000,5
27998,63000,3
27998,63000,4
27998,144000,5
28000,21000,3
28000,21000,4
28000,48000,5
28002,42000,3
28002,42000,4
28002,96000,5
28004,63000,3
28004,63000,4
28004,144000,5
28006,21000,3
28006,21000,4
28006,48000,5
28008,42000,3
28008,42000,4
28008,96000,5
28010,63000,3
28010,63000,4
28010,144000,5
28012,21000,3
28012,21000,4
28012,48000,5
28014,42000,3
28014,42000,4
28014,96000,5
28016,63000,3
28016,63000,4
28016,144000,5
28018,21000,3
28018,21000,4
28018,48000,5
28020,42000,3
28020,42000,4
28020,96000,5
28022,63000,3
28022,63000,4
28022,144000,5
28024,21000,3
28024,21000,4
28024,48000,5
28026,42000,3
28026,42000,4
28026,96000,5
28028,63000,3
28028,63000,4
28028,144000,5
28030,21000,3
28030,21000,4
28030,48000,5
28032,42000,3
28032,42000,4
28032,96000,5
28034,63000,3
28034,63000,4
28034,144000,5
28036,21000,3
28036,21000,4
28036,48000,5
28038,42000,3
28038,42000,4
28038,96000,5
28040,63000,3
28040,63000,4
28040,144000,5
28042,21000,3
28042,21000,4
28042,48000,5
28044,42000,3
28044,42000,4
28044,96000,5
28046,63000,3
28046,63000,4
28046,144000,5
28048,21000,3
28048,21000,4
28048,48000,5
28050,42000,3
28050,42000,4
28050,96000,5
28052,63000,3
28052,63000,4
28052,144000,5
28054,21000,3
28054,21000,4
28054,48000,5
28056,42000,3
28056,42000,4
28056,96000,5
28058,63000,3
28058,63000,4
28058,144000,5
28060,21000,3
28060,21000,4
28060,48000,5
28062,42000,3
28062,42000,4
28062,96000,5
28064,63000,3
28064,63000,4
28064,144000,5
28198,4500,1
28198,1575,3
28198,1575,4
28198,3600,5
28200,4500,1
28200,1575,3
28200,1575,4
28200,3600,5
28202,1500,1
28202,525,3
28202,525,4
28202,1200,5
28204,1500,1
28204,525,3
28204,525,4
28204,1200,5
28206,3000,1
28206,1050,3
28206,1050,4
28206,2400,5
28208,3000,1
28208,1050,3
28208,1050,4
28208,2400,5
28210,4500,1
28210,1575,3
28210,1575,4
28210,3600,5
28212,4500,1
28212,1575,3
28212,1575,4
28212,3600,5
28214,4500,1
28214,1575,3
28214,1575,4
28214,3600,5
28216,4500,1
28216,1575,3
28216,1575,4
28216,3600,5
28263,300,1
28263,105,3
28263,105,4
28263,240,5
28265,300,1
28265,105,3
28265,105,4
28265,240,5
28267,900,1
28267,315,3
28267,315,4
28267,720,5
28269,900,1
28269,315,3
28269,315,4
28269,720,5
28271,600,1
28271,210,3
28271,210,4
28271,480,5
28273,600,1
28273,210,3
28273,210,4
28273,480,5
28275,300,1
28275,105,3
28275,105,4
28275,240,5
28277,300,1
28277,105,3
28277,105,4
28277,240,5
28279,300,1
28279,105,3
28279,105,4
28279,240,5
28281,300,1
28281,105,3
28281,105,4
28281,240,5
28283,600,1
28283,210,3
28283,210,4
28283,480,5
28285,600,1
28285,210,3
28285,210,4
28285,480,5
28287,900,1
28287,315,3
28287,315,4
28287,720,5
28289,900,1
28289,315,3
28289,315,4
28289,720,5
28291,900,1
28291,315,3
28291,315,4
28291,720,5
28293,900,1
28293,315,3
28293,315,4
28293,720,5
28295,600,1
28295,210,3
28295,210,4
28295,480,5
28297,600,1
28297,210,3
28297,210,4
28297,480,5
28299,600,1
28299,210,3
28299,210,4
28299,480,5
28301,600,1
28301,210,3
28301,210,4
28301,480,5
28303,300,1
28303,105,3
28303,105,4
28303,240,5
28305,300,1
28305,105,3
28305,105,4
28305,240,5
28307,900,1
28307,315,3
28307,315,4
28307,720,5
28309,900,1
28309,315,3
28309,315,4
28309,720,5
28325,900,1
28325,315,3
28325,315,4
28325,720,5
28327,600,1
28327,210,3
28327,210,4
28327,480,5
28329,300,1
28329,105,3
28329,105,4
28329,240,5
28331,1200,1
28331,420,3
28331,420,4
28331,960,5
28333,900,1
28333,315,3
28333,315,4
28333,720,5
28335,600,1
28335,210,3
28335,210,4
28335,480,5
28337,300,1
28337,105,3
28337,105,4
28337,240,5
28339,1200,1
28339,420,3
28339,420,4
28339,960,5
28353,1500000,1
28353,21000,3
28353,21000,4
28353,1200000,5
28368,600,1
28368,210,3
28368,210,4
28368,480,5
28376,1800,1
28376,630,3
28376,630,4
28376,1440,5
28378,1800,1
28378,630,3
28378,630,4
28378,1440,5
28380,1800,1
28380,630,3
28380,630,4
28380,1440,5
28382,1800,1
28382,630,3
28382,630,4
28382,1440,5
28384,1800,1
28384,630,3
28384,630,4
28384,1440,5
28386,600,1
28386,210,3
28386,210,4
28386,480,5
28448,600,1
28448,210,3
28448,210,4
28448,480,5
28449,600,1
28449,210,3
28449,210,4
28449,480,5
28450,600,1
28450,210,3
28450,210,4
28450,480,5
28451,600,1
28451,210,3
28451,210,4
28451,480,5
28452,600,1
28452,210,3
28452,210,4
28452,480,5
28453,600,1
28453,210,3
28453,210,4
28453,480,5
28454,600,1
28454,210,3
28454,210,4
28454,480,5
28455,600,1
28455,210,3
28455,210,4
28455,480,5
28456,600,1
28456,210,3
28456,210,4
28456,480,5
28457,600,1
28457,210,3
28457,210,4
28457,480,5
28458,600,1
28458,210,3
28458,210,4
28458,480,5
28459,600,1
28459,210,3
28459,210,4
28459,480,5
28460,600,1
28460,210,3
28460,210,4
28460,480,5
28461,600,1
28461,210,3
28461,210,4
28461,480,5
28462,600,1
28462,210,3
28462,210,4
28462,480,5
28463,600,1
28463,210,3
28463,210,4
28463,480,5
28464,600,1
28464,210,3
28464,210,4
28464,480,5
28465,600,1
28465,210,3
28465,210,4
28465,480,5
28466,600,1
28466,210,3
28466,210,4
28466,480,5
28467,600,1
28467,210,3
28467,210,4
28467,480,5
28468,600,1
28468,210,3
28468,210,4
28468,480,5
28469,600,1
28469,210,3
28469,210,4
28469,480,5
28470,600,1
28470,210,3
28470,210,4
28470,480,5
28471,600,1
28471,210,3
28471,210,4
28471,480,5
28472,600,1
28472,210,3
28472,210,4
28472,480,5
28473,600,1
28473,210,3
28473,210,4
28473,480,5
28474,600,1
28474,210,3
28474,210,4
28474,480,5
28475,600,1
28475,210,3
28475,210,4
28475,480,5
28476,600,1
28476,210,3
28476,210,4
28476,480,5
28477,600,1
28477,210,3
28477,210,4
28477,480,5
28478,600,1
28478,210,3
28478,210,4
28478,480,5
28479,600,1
28479,210,3
28479,210,4
28479,480,5
28480,600,1
28480,210,3
28480,210,4
28480,480,5
28481,600,1
28481,210,3
28481,210,4
28481,480,5
28482,600,1
28482,210,3
28482,210,4
28482,480,5
28483,600,1
28483,210,3
28483,210,4
28483,480,5
28484,600,1
28484,210,3
28484,210,4
28484,480,5
28485,600,1
28485,210,3
28485,210,4
28485,480,5
28486,600,1
28486,210,3
28486,210,4
28486,480,5
28487,600,1
28487,210,3
28487,210,4
28487,480,5
28488,600,1
28488,210,3
28488,210,4
28488,480,5
28489,600,1
28489,210,3
28489,210,4
28489,480,5
28490,600,1
28490,210,3
28490,210,4
28490,480,5
28491,600,1
28491,210,3
28491,210,4
28491,480,5
28492,600,1
28492,210,3
28492,210,4
28492,480,5
28493,600,1
28493,210,3
28493,210,4
28493,480,5
28494,600,1
28494,210,3
28494,210,4
28494,480,5
28495,600,1
28495,210,3
28495,210,4
28495,480,5
28496,600,1
28496,210,3
28496,210,4
28496,480,5
28497,600,1
28497,210,3
28497,210,4
28497,480,5
28498,600,1
28498,210,3
28498,210,4
28498,480,5
28499,600,1
28499,210,3
28499,210,4
28499,480,5
28500,600,1
28500,210,3
28500,210,4
28500,480,5
28501,600,1
28501,210,3
28501,210,4
28501,480,5
28502,600,1
28502,210,3
28502,210,4
28502,480,5
28503,600,1
28503,210,3
28503,210,4
28503,480,5
28504,600,1
28504,210,3
28504,210,4
28504,480,5
28505,600,1
28505,210,3
28505,210,4
28505,480,5
28512,900,1
28512,315,3
28512,315,4
28512,720,5
28515,1800,1
28515,630,3
28515,630,4
28515,1440,5
28517,1800,1
28517,630,3
28517,630,4
28517,1440,5
28519,1800,1
28519,630,3
28519,630,4
28519,1440,5
28521,900,1
28521,315,3
28521,315,4
28521,720,5
28523,900,1
28523,315,3
28523,315,4
28523,720,5
28525,900,1
28525,315,3
28525,315,4
28525,720,5
28527,900,1
28527,315,3
28527,315,4
28527,720,5
28529,900,1
28529,315,3
28529,315,4
28529,720,5
28531,1800,1
